Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
1205,bwd_d_00203_encoder_ffn2_7,Dense,bwd-d,ConvOther,encoder_ffn2_7_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_gelu_7_grad(16;512;4096;1.0),65536.00,[1.0],encoder_ffn2_7_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1206,bwd_w_00203_encoder_ffn2_7,GradientDense,bwd-w,ConvOther,"encoder_gelu_7(16;512;4096;1.0),encoder_ffn2_7_grad(16;512;1024;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_7_params_wtgrad(1;1;4096;1024),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 4096, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 16, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1207,bwd_d_00202_encoder_gelu_7,Gelu,bwd-d,Activation,"encoder_gelu_7_grad(16;512;4096;1.0),encoder_ffn1_7(16;512;4096;1.0)",131072.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_7_grad(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,196608.00,"[1, 1]",[1],[],1,2,{}
1208,bwd_d_00201_encoder_ffn1_7,Dense,bwd-d,ConvOther,encoder_ffn1_7_grad(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,grad-join-in-encoder_att_out_layernorm7-encoder_ffn1_7(16;512;1024;1.0),16384.00,[1.0],encoder_ffn1_7_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1209,bwd_w_00201_encoder_ffn1_7,GradientDense,bwd-w,ConvOther,"encoder_att_out_layernorm7(16;512;1024;1.0),encoder_ffn1_7_grad(16;512;4096;1.0)",81920.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn1_7_params_wtgrad(1;1;1024;4096),8192.00,[1.0],,[],0.00,34359.74,68719.48,90112.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256, 'tg_tile_size_n': 256.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256, 'unit_tile_size_n': 256.0, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 16, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1210,@addjoin_bwd_d_00200_encoder_att_out_layernorm7-encoder_att_out_layernorm7_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_att_out_layernorm7-encoder_ffn1_7(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm7-encoder_ffn2_res7(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00200_encoder_att_out_layernorm7-encoder_att_out_layernorm7_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
1211,bwd_d_00200_encoder_att_out_layernorm7,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00200_encoder_att_out_layernorm7-encoder_att_out_layernorm7_grad(16;512;1024;1.0),encoder_att_out_res7(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res7_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1212,bwd_d_00199_encoder_att_out_res7,Add,bwd-d,Pointwise,encoder_att_out_res7_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_att_out_project7_grad(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm6-encoder_att_out_res7(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1213,bwd_d_00198_encoder_att_out_dropout7,Dropout,bwd-d,Other,encoder_att_out_project7_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project7_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1214,bwd_d_00197_encoder_att_out_project7,Dense,bwd-d,ConvOther,encoder_att_out_project7_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape7_grad(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project7_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1215,bwd_w_00197_encoder_att_out_project7,GradientDense,bwd-w,ConvOther,"encoder_qkv_mul_reshape7(16;512;1024;1.0),encoder_att_out_project7_grad(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_project7_params_wtgrad(1;1;1024;1024),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1216,bwd_d_00196_encoder_qkv_mul_reshape7,Reshape,bwd-d,TensorLayout,encoder_qkv_mul_reshape7_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans7_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1217,bwd_d_00195_encoder_qkv_mul_trans7,Transpose,bwd-d,TensorLayout,encoder_qkv_mul_trans7_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul7_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1218,bwd_d_00194_encoder_qkv_mul7-1,MatMul,bwd-d,ConvOther,"encoder_qk_smax7(16;16;512;512),encoder_qkv_mul7_grad(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_trans7_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1219,bwd_d_00194_encoder_qkv_mul7-0,MatMul,bwd-d,ConvOther,"encoder_qkv_mul7_grad(16;16;512;64.0),encoder_v_trans7(16;16;512;64.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_smax7_grad(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1220,bwd_d_00193_encoder_qk_dropout7,Dropout,bwd-d,Other,encoder_qk_smax7_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax7_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
1221,bwd_d_00192_encoder_qk_smax7,SoftMax,bwd-d,Activation,encoder_qk_smax7_grad(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_mul7_grad(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
1222,bwd_d_00191_encoder_qk_mul7-1,MatMul,bwd-d,ConvOther,"encoder_q_trans7(16;16;512;64.0),encoder_qk_mul7_grad(16;16;512;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_trans7_grad(16;16;64.0;512),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 64.0, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 32, 'thread_tile_size_n': 64.0, 'thread_tile_size_z': 1, 'tg_tile_size_m': 64, 'tg_tile_size_n': 512.0, 'tg_tile_size_z': 1, 'unit_tile_size_m': 64, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1223,bwd_d_00191_encoder_qk_mul7-0,MatMul,bwd-d,ConvOther,"encoder_qk_mul7_grad(16;16;512;512),encoder_k_trans7(16;16;64.0;512)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_trans7_grad(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1224,bwd_d_00190_encoder_v_trans7,Transpose,bwd-d,TensorLayout,encoder_v_trans7_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape7_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1225,bwd_d_00189_encoder_v_reshape7,Reshape,bwd-d,TensorLayout,encoder_v_reshape7_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1226,bwd_d_00188_encoder_v_proj7,Dense,bwd-d,ConvOther,encoder_v_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm6-encoder_v_proj7(16;512;1024;1.0),16384.00,[1.0],encoder_v_proj7_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1227,bwd_w_00188_encoder_v_proj7,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm6(16;512;1024;1.0),encoder_v_proj7_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_v_proj7_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1228,bwd_d_00187_encoder_k_trans7,Transpose,bwd-d,TensorLayout,encoder_k_trans7_grad(16;16;64.0;512),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape7_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1229,bwd_d_00186_encoder_k_reshape7,Reshape,bwd-d,TensorLayout,encoder_k_reshape7_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1230,bwd_d_00185_encoder_k_proj7,Dense,bwd-d,ConvOther,encoder_k_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm6-encoder_k_proj7(16;512;1024;1.0),16384.00,[1.0],encoder_k_proj7_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1231,bwd_w_00185_encoder_k_proj7,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm6(16;512;1024;1.0),encoder_k_proj7_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_k_proj7_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1232,bwd_d_00184_encoder_q_trans7,Transpose,bwd-d,TensorLayout,encoder_q_trans7_grad(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape7_grad(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1233,bwd_d_00183_encoder_q_reshape7,Reshape,bwd-d,TensorLayout,encoder_q_reshape7_grad(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
1234,bwd_d_00182_encoder_q_proj7,Dense,bwd-d,ConvOther,encoder_q_proj7_grad(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,grad-join-in-encoder_ffn2_layernorm6-encoder_q_proj7(16;512;1024;1.0),16384.00,[1.0],encoder_q_proj7_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1235,bwd_w_00182_encoder_q_proj7,GradientDense,bwd-w,ConvOther,"encoder_ffn2_layernorm6(16;512;1024;1.0),encoder_q_proj7_grad(16;512;1024.0;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_q_proj7_params_wtgrad(1;1;1024;1024.0),2048.00,[1.0],,[],0.00,8589.93,17179.87,34816.00,"[1, 1]",[1],[],1,2,"{'output_m': 1024, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 8192, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 4, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 4, 'compute_waves': 1, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
1236,@addjoin_bwd_d_00181_encoder_ffn2_layernorm6-encoder_ffn2_layernorm6_grad,Add,bwd-d,Pointwise,"grad-join-in-encoder_ffn2_layernorm6-encoder_q_proj7(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm6-encoder_k_proj7(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm6-encoder_v_proj7(16;512;1024;1.0),grad-join-in-encoder_ffn2_layernorm6-encoder_att_out_res7(16;512;1024;1.0)",65536.00,"[1.0, 1.0, 1.0, 1.0]",1,1,0,1,1,@addjoin_bwd_d_00181_encoder_ffn2_layernorm6-encoder_ffn2_layernorm6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,25.17,81920.00,"[1, 1, 1, 1]",[1],[],1,2,{}
1237,bwd_d_00181_encoder_ffn2_layernorm6,LayerNorm,bwd-d,ConvOther,"@addjoin_bwd_d_00181_encoder_ffn2_layernorm6-encoder_ffn2_layernorm6_grad(16;512;1024;1.0),encoder_ffn2_res6(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,16.78,134.23,49152.00,"[1, 1]",[1],[],1,2,{}
1238,bwd_d_00180_encoder_ffn2_res6,Add,bwd-d,Pointwise,encoder_ffn2_res6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,"encoder_ffn2_6_grad(16;512;1024;1.0),grad-join-in-encoder_att_out_layernorm6-encoder_ffn2_res6(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",,[],0.00,0.00,0.00,49152.00,[1],"[1, 1]",[],1,2,{}
1239,bwd_d_00179_encoder_ffn2_dropout6,Dropout,bwd-d,Other,encoder_ffn2_6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_6_grad(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
1240,bwd_d_00178_encoder_ffn2_6,Dense,bwd-d,ConvOther,encoder_ffn2_6_grad(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_gelu_6_grad(16;512;4096;1.0),65536.00,[1.0],encoder_ffn2_6_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
